current_speed,current_delay,distance_remaining,historical_delay,previous_station_delay,section_average_speed,weather_factor,congestion_factor,signal_halt_minutes,eta_minutes
59.321,24.228,110.457,18.467,0.0,101.727,1.0,1.0,1.335,135.726
54.032,8.043,104.478,4.387,1.308,46.91,1.18,1.08,4.771,183.429
110.115,19.405,167.599,6.99,6.396,94.439,1.18,1.18,0.0,171.29
93.882,23.532,73.779,0.0,10.399,44.358,1.08,1.18,0.782,149.401
42.081,11.252,101.984,16.54,5.731,54.72,1.0,1.18,7.868,194.837
78.422,19.066,6.846,6.855,11.029,67.39,1.18,1.0,1.956,27.072
49.716,15.264,49.886,5.33,4.675,65.62,1.0,1.0,5.329,79.461
36.187,15.073,118.083,14.166,0.0,98.829,1.18,1.08,6.499,268.36
35.534,5.263,6.195,2.761,9.479,40.595,1.0,0.85,2.545,16.378
60.5,0.511,9.018,16.737,1.416,67.22,1.18,1.0,2.926,16.881
96.584,29.934,50.484,1.65,1.526,40.948,1.08,1.08,1.093,110.797
59.638,16.304,117.994,10.988,10.829,94.964,1.35,1.35,0.0,235.892
96.411,0.0,149.556,13.019,3.705,54.703,1.0,1.0,3.684,171.445
111.5,0.0,156.648,3.072,0.0,45.458,1.35,1.18,5.92,338.316
25.04,10.789,13.629,16.64,13.028,66.937,1.18,1.0,3.73,56.753
58.754,14.309,39.727,1.389,0.255,93.715,1.08,1.18,1.963,68.811
32.11,8.85,12.957,0.0,4.513,82.841,1.08,1.0,0.242,33.77
102.905,11.084,136.154,0.0,0.0,101.324,1.0,1.08,5.172,98.808
98.599,11.111,62.458,1.28,8.592,103.835,1.55,1.0,5.307,78.807
102.032,0.0,117.08,0.0,5.399,92.397,1.0,1.08,4.237,81.641
46.954,12.283,143.526,2.08,5.955,86.254,1.0,1.0,0.0,196.53
50.143,18.62,158.095,10.272,2.828,64.33,1.0,1.08,1.675,220.455
45.596,20.896,15.898,11.044,0.461,86.307,1.0,1.08,0.0,39.948
76.228,0.0,80.254,0.325,14.356,54.204,1.0,1.0,2.229,95.814
111.762,21.125,46.546,0.0,0.0,78.736,1.0,0.85,1.372,44.954
106.546,4.962,21.129,0.0,15.791,89.022,1.35,1.0,2.701,34.931
52.516,24.393,6.801,10.187,0.0,52.282,1.0,1.0,0.0,23.568
33.508,0.0,123.281,7.911,0.0,98.084,1.0,1.35,6.913,309.348
104.371,1.115,90.613,11.883,11.703,59.6,1.0,1.35,1.58,133.525
75.143,15.399,14.752,0.443,2.362,58.804,1.55,1.0,1.055,40.861
61.79,0.0,141.768,4.115,1.649,99.873,1.0,1.08,0.017,151.164
62.341,1.481,123.417,16.798,8.525,52.907,1.0,1.0,0.0,143.083
84.639,0.0,136.545,0.0,9.981,59.007,1.0,1.0,0.0,139.722
55.833,0.0,161.481,14.422,1.574,70.404,1.35,1.18,0.616,283.985
62.94,5.591,143.451,6.345,9.667,61.334,1.35,1.08,4.453,220.256
95.349,13.453,10.365,0.593,6.147,78.052,1.0,1.08,4.847,21.188
43.883,10.807,35.846,10.952,1.827,104.715,1.35,1.0,1.275,79.066
29.618,1.329,163.789,0.0,0.0,71.446,1.0,0.85,3.707,287.066
57.769,11.8,110.655,6.428,0.0,99.136,1.0,1.0,4.944,124.487
93.78,19.256,119.887,6.544,7.196,65.5,1.0,1.08,2.843,139.148
52.457,4.675,177.979,0.0,12.154,63.833,1.35,1.08,4.652,310.666
89.969,8.073,156.111,7.627,7.572,45.204,1.0,1.0,6.525,223.261
66.768,19.236,133.426,0.0,3.365,44.515,1.0,0.85,7.691,173.709
83.027,20.201,89.351,10.669,16.386,46.267,1.0,1.18,2.656,161.727
30.99,18.199,142.75,10.308,0.685,64.751,1.0,1.0,0.489,290.739
31.614,5.372,12.673,12.812,11.96,47.662,1.0,1.0,0.0,29.672
70.641,10.933,20.642,8.595,1.648,43.022,1.0,1.18,4.492,47.973
79.83,11.891,66.91,0.0,0.0,69.545,1.18,1.0,0.0,74.833
50.419,5.863,131.569,16.114,3.008,78.29,1.55,1.18,2.126,301.71
75.478,0.0,134.127,16.166,2.356,80.678,1.0,1.18,2.073,134.093
24.083,9.758,58.215,13.112,6.109,40.29,1.18,1.0,4.173,187.73
20.204,0.0,171.627,0.0,6.067,50.004,1.0,1.0,1.723,510.338
96.47,0.0,17.906,11.49,3.47,91.344,1.18,1.0,3.366,22.542
38.284,7.418,92.238,19.16,10.766,92.598,1.0,1.0,2.759,159.524
22.773,29.091,11.422,1.044,0.0,89.834,1.18,1.35,0.9,67.114
68.975,9.712,125.646,17.742,11.439,67.9,1.0,1.0,2.026,124.12
57.792,0.0,149.55,9.039,7.682,60.706,1.0,1.0,3.148,163.558
105.498,15.95,153.484,28.043,0.0,102.696,1.35,1.35,3.836,188.266
51.713,13.167,88.151,0.0,10.906,100.587,1.0,1.0,3.564,115.003
46.039,15.679,150.001,14.293,9.019,104.486,1.0,1.18,3.924,249.834
74.081,17.067,85.057,5.945,2.323,52.443,1.0,1.08,4.753,121.247
88.158,1.472,41.356,10.714,0.0,92.731,1.0,1.18,6.135,44.512
112.546,7.838,118.873,5.025,4.091,82.303,1.35,1.0,6.017,132.203
61.79,5.158,15.648,0.0,0.0,81.996,1.08,1.35,2.429,29.282
41.138,0.0,117.789,7.72,0.838,54.534,1.0,0.85,4.865,150.805
112.783,0.0,123.881,10.645,1.631,62.397,1.08,1.18,3.637,160.409
91.892,29.205,105.18,4.017,8.817,84.42,1.08,1.0,2.653,105.275
58.82,21.917,149.444,8.563,4.241,43.482,1.35,1.0,1.952,300.777
69.588,10.715,37.606,2.038,5.013,57.099,1.0,1.35,5.201,68.527
79.755,6.489,165.958,6.04,8.28,89.219,1.35,1.0,1.797,178.193
33.703,7.49,89.358,8.58,0.0,92.048,1.0,1.08,4.007,184.575
89.29,17.448,6.304,4.808,0.0,73.962,1.0,1.0,1.325,19.693
87.408,6.359,57.566,21.064,0.37,42.633,1.35,1.0,4.142,124.908
69.515,3.079,138.801,16.569,0.0,48.491,1.0,1.0,2.331,180.528
29.907,7.674,156.35,24.98,0.0,68.751,1.0,1.18,3.086,383.41
58.106,26.229,169.334,15.051,10.312,91.888,1.0,1.0,0.889,198.883
85.329,1.273,100.501,17.132,13.276,49.333,1.0,1.08,3.142,140.46
44.683,24.465,95.725,14.989,6.681,61.614,1.0,1.0,2.031,152.605
83.317,19.864,83.192,9.852,5.529,47.731,1.0,1.0,4.533,128.331
107.416,0.0,53.075,19.885,2.092,63.55,1.0,1.0,3.917,58.18
54.636,0.0,21.203,13.925,3.928,56.141,1.0,1.0,3.468,30.381
23.097,0.0,121.898,1.483,5.994,46.488,1.08,1.08,3.757,376.494
74.813,12.103,43.883,0.0,1.602,93.258,1.08,1.08,8.747,61.014
32.869,16.498,89.191,12.567,8.243,68.759,1.08,1.35,4.271,263.861
20.427,5.706,123.244,16.066,8.865,78.392,1.35,0.85,1.451,424.572
112.227,24.603,107.928,12.541,11.546,89.185,1.0,1.0,3.913,95.887
92.565,23.072,135.295,9.532,5.193,61.177,1.0,1.18,4.978,180.263
111.786,0.0,167.326,8.237,17.286,74.104,1.0,1.0,0.0,143.506
72.67,5.538,98.787,3.464,0.0,63.729,1.0,1.08,2.132,109.308
38.536,8.003,99.216,0.0,9.396,74.975,1.0,1.0,1.821,160.364
34.685,11.817,179.744,7.194,12.469,99.043,1.35,1.0,2.242,436.194
39.482,0.0,85.193,14.5,2.965,85.994,1.0,1.0,0.0,136.78
26.437,0.0,101.913,12.143,3.651,77.598,1.08,1.08,1.546,277.265
76.463,24.076,167.925,2.701,0.0,95.177,1.0,1.18,2.905,179.246
86.831,9.904,101.581,0.0,0.0,65.379,1.0,1.0,1.701,101.2
33.376,5.912,42.887,7.489,10.689,90.301,1.0,1.0,3.203,87.178
68.969,10.586,73.2,16.408,0.0,54.369,1.0,1.08,0.0,95.428
72.733,28.515,5.302,0.027,0.0,63.769,1.0,1.08,0.0,23.698
113.167,15.715,154.774,4.329,0.0,96.891,1.08,1.0,3.733,121.211
94.171,10.924,123.437,4.629,0.531,73.022,1.18,1.35,3.588,178.282
110.476,12.264,86.231,12.508,6.051,102.296,1.08,1.0,0.679,67.623
74.75,27.178,34.725,15.189,1.173,51.33,1.0,1.08,5.888,67.671
66.859,21.383,5.81,10.916,11.563,52.051,1.0,1.0,2.843,24.994
111.62,8.284,178.991,0.0,8.018,82.744,1.08,1.08,0.0,165.148
105.941,6.037,157.437,7.842,3.186,89.36,1.18,1.08,0.972,145.526
82.065,8.082,140.911,3.643,7.359,47.229,1.08,1.0,0.463,199.964
94.549,17.067,2.831,5.762,3.463,84.095,1.35,1.0,2.225,22.587
94.205,19.801,169.098,10.271,0.0,43.29,1.0,1.0,1.917,253.6
47.44,31.136,171.571,1.881,0.0,65.112,1.0,1.0,2.111,243.07
101.572,10.567,8.578,3.977,0.0,83.831,1.0,1.0,0.206,12.308
67.965,17.983,160.309,16.014,5.584,93.298,1.18,1.0,2.823,188.831
40.406,0.22,79.024,0.0,2.031,90.515,1.0,1.0,0.495,118.643
62.686,2.917,63.774,14.196,2.358,87.298,1.0,0.85,4.288,64.168
45.4,3.424,86.898,10.999,10.281,102.903,1.18,1.0,3.01,146.705
25.106,2.231,48.492,1.344,5.021,62.321,1.08,1.0,4.305,130.687
112.699,0.771,83.012,6.084,7.931,58.6,1.08,1.0,0.769,99.105
40.141,0.808,9.186,2.631,6.74,52.729,1.0,1.0,3.001,20.855
61.883,16.505,118.582,1.034,11.303,96.855,1.0,1.0,5.52,133.397
43.384,21.16,29.013,12.495,0.0,100.518,1.0,0.85,3.739,50.937
87.814,5.536,126.09,0.0,8.48,64.533,1.0,0.85,2.08,109.865
20.24,10.566,61.068,10.03,4.525,78.553,1.0,1.0,5.837,196.809
112.082,21.618,87.433,3.86,0.0,59.875,1.0,1.08,0.674,112.298
90.044,0.0,95.707,8.084,1.603,85.54,1.0,0.85,5.67,64.342
78.74,11.969,30.936,18.23,8.793,81.241,1.18,1.08,2.248,47.296
50.522,0.0,25.881,10.711,2.72,83.111,1.0,1.18,0.267,42.899
108.303,7.612,112.568,0.0,1.292,100.218,1.0,1.0,0.0,75.441
28.937,9.675,93.821,16.269,5.623,51.087,1.0,1.0,6.912,211.577
107.281,0.0,133.111,9.251,0.0,47.092,1.0,1.08,3.777,192.461
85.838,5.874,135.348,13.807,0.0,43.627,1.08,1.35,2.852,285.192
93.289,0.0,164.051,6.147,8.042,61.641,1.18,1.0,1.762,194.34
39.526,13.078,114.843,5.87,4.927,70.204,1.0,1.18,2.017,221.458
98.889,0.102,38.958,6.78,4.652,57.797,1.08,1.35,2.751,62.963
39.766,17.09,72.858,10.639,9.665,87.096,1.08,1.0,6.089,141.646
28.991,0.0,157.902,5.64,13.514,86.871,1.08,1.35,3.451,486.984
32.417,5.019,69.876,6.89,3.677,52.869,1.0,1.0,0.0,132.845
91.361,17.137,178.521,1.134,12.569,93.427,1.0,1.0,4.383,136.596
88.806,9.37,146.762,20.548,17.078,63.413,1.55,1.08,0.0,252.572
70.429,8.256,86.242,9.718,2.027,79.281,1.0,1.0,4.576,86.245
73.429,9.386,178.69,14.134,10.785,98.668,1.0,1.08,1.891,174.447
72.872,14.642,111.029,8.172,0.039,97.392,1.18,1.0,6.822,128.355
88.074,16.771,172.703,0.0,5.408,71.742,1.08,1.08,2.482,186.613
20.092,18.015,3.787,6.805,17.465,83.797,1.0,1.0,2.637,30.966
59.176,2.027,63.768,16.641,0.0,94.52,1.0,1.0,0.0,67.263
76.121,5.812,135.273,5.885,1.51,96.248,1.0,1.0,2.495,114.807
57.933,20.591,104.199,0.0,9.058,84.863,1.18,1.08,0.6,156.175
52.289,24.86,121.555,12.043,0.0,45.105,1.55,1.0,6.486,281.084
72.021,10.67,147.2,16.936,0.0,47.073,1.08,1.0,0.0,213.294
47.319,2.81,26.273,6.241,13.043,61.443,1.0,1.0,4.506,45.942
93.53,11.967,6.847,15.117,8.405,43.622,1.08,1.0,1.99,24.58
80.866,0.334,102.957,5.697,0.737,94.351,1.0,1.0,1.55,80.937
80.441,0.0,75.13,0.0,3.409,71.505,1.08,1.18,1.016,83.424
71.049,28.899,155.155,12.991,0.105,102.823,1.35,1.0,4.101,206.058
72.424,0.0,84.759,2.414,8.51,40.017,1.0,1.0,1.516,131.256
112.113,12.715,151.434,8.557,6.943,67.5,1.08,1.18,3.136,189.671
33.83,0.0,108.483,4.471,0.0,60.881,1.0,1.08,3.322,212.213
67.733,1.871,78.927,3.0,2.988,44.162,1.55,1.35,3.736,236.648
88.468,13.604,91.018,4.814,7.822,45.376,1.55,1.0,4.209,206.018
75.186,8.217,165.648,7.978,3.394,85.85,1.08,0.85,2.199,132.578
49.592,15.59,35.023,6.516,0.568,100.089,1.0,1.08,4.318,61.921
87.092,2.422,126.126,3.243,8.958,98.829,1.35,1.08,1.503,134.8
81.059,25.533,22.103,0.0,0.0,69.84,1.35,1.18,1.369,53.631
68.304,19.719,67.008,0.0,0.0,101.313,1.18,1.08,0.574,93.549
75.034,0.0,62.569,8.159,13.666,88.398,1.0,1.18,3.919,67.782
90.4,9.028,4.494,0.0,5.865,84.259,1.18,0.85,0.0,13.195
67.781,4.511,123.266,19.439,5.074,59.369,1.0,1.0,1.165,133.43
81.401,17.559,9.358,1.931,0.519,96.514,1.0,1.18,0.0,23.269
108.841,14.299,32.743,0.0,0.0,40.044,1.08,1.0,5.402,66.415
90.87,0.0,135.577,0.0,12.253,44.036,1.0,1.0,4.576,192.819
58.775,22.244,116.784,8.891,0.732,67.357,1.0,1.0,1.768,136.181
43.594,14.625,49.461,15.351,0.0,67.579,1.0,1.0,2.396,82.797
50.416,14.515,132.386,13.319,21.365,95.272,1.0,0.85,5.044,154.002
92.812,0.0,87.165,0.0,15.408,94.104,1.08,1.0,4.7,71.193
51.839,8.351,75.205,24.568,0.0,94.815,1.0,1.08,0.0,107.657
37.702,2.695,31.091,12.166,0.311,104.441,1.0,1.0,1.752,55.127
61.64,5.641,69.878,16.315,0.0,80.694,1.0,1.35,0.0,101.585
27.536,0.0,14.315,11.198,5.738,42.587,1.55,1.35,2.553,60.511
57.214,20.963,169.755,15.021,0.0,81.611,1.08,0.85,2.736,183.651
25.191,11.795,130.711,0.0,8.458,102.981,1.08,1.08,4.262,374.775
36.434,12.121,103.182,19.202,3.242,42.0,1.0,1.0,2.885,185.7
100.504,9.036,38.836,14.275,6.013,84.529,1.18,1.0,0.739,46.211
63.292,18.564,70.893,7.821,10.523,60.572,1.0,1.0,2.07,86.998
26.838,6.709,102.892,16.273,11.567,66.204,1.35,1.0,2.181,324.605
93.952,12.979,22.445,6.099,13.286,75.092,1.0,1.08,4.232,37.953
91.383,1.668,48.858,10.674,5.63,80.062,1.18,1.35,4.533,71.655
86.264,5.067,170.575,10.327,2.775,72.429,1.0,0.85,0.0,127.202
50.581,16.518,117.335,1.93,15.321,42.07,1.08,1.0,5.135,201.65
88.325,5.599,110.528,3.273,5.429,42.241,1.0,0.85,0.766,137.889
75.32,0.0,104.366,10.037,0.0,82.568,1.0,0.85,2.955,72.034
93.396,5.987,107.925,3.403,11.049,41.673,1.0,1.08,0.0,178.046
82.868,7.494,116.434,0.0,4.33,94.945,1.35,1.08,1.075,135.277
105.866,7.399,144.493,12.197,2.077,80.47,1.0,1.0,0.0,114.157
70.592,0.0,113.313,16.326,0.0,86.139,1.35,1.0,2.94,138.005
26.657,6.019,102.664,0.0,0.0,89.786,1.0,1.08,3.384,255.653
69.082,8.537,83.082,5.781,4.956,83.109,1.0,1.08,6.287,96.305
67.815,21.343,114.684,13.155,7.953,91.505,1.08,1.35,1.912,171.11
73.383,9.772,142.879,0.0,12.434,83.669,1.0,1.0,6.077,133.945
107.12,6.439,174.155,0.0,0.0,78.326,1.0,1.18,5.55,165.649
110.355,0.392,21.643,24.612,13.087,67.513,1.0,0.85,2.384,26.73
73.959,17.961,121.546,6.97,0.0,82.789,1.0,1.0,2.885,115.397
40.762,25.898,117.374,2.461,9.913,77.909,1.08,1.08,2.291,225.337
88.021,10.705,95.65,7.364,5.928,63.024,1.0,1.0,1.894,105.295
37.748,11.746,128.327,8.099,0.0,43.117,1.0,1.35,1.242,290.591
48.024,7.871,106.137,0.0,7.606,91.999,1.0,1.0,1.079,138.775
76.641,19.178,106.017,15.451,3.736,88.853,1.0,1.0,1.776,100.784
105.334,10.865,158.171,16.043,4.913,60.182,1.0,1.35,3.223,229.229
99.185,10.504,175.387,7.903,0.0,85.21,1.0,0.85,1.207,112.241
23.861,3.807,89.88,2.857,8.802,52.238,1.0,1.08,1.177,250.534
36.849,3.418,129.481,7.142,12.676,60.946,1.0,1.0,1.181,217.785
67.092,1.6,80.694,13.184,16.217,76.089,1.08,1.0,1.207,88.13
44.578,11.953,176.201,4.679,12.916,85.417,1.0,0.85,2.945,216.72
71.841,11.288,129.307,16.613,6.842,89.566,1.0,1.0,1.643,123.221
100.472,0.0,19.237,7.129,4.171,56.71,1.08,0.85,0.0,21.912
69.424,15.632,64.931,1.727,0.0,92.432,1.0,1.0,1.511,69.016
41.222,6.09,134.584,2.45,0.0,78.349,1.08,1.0,1.813,217.779
36.046,0.0,151.531,9.935,9.713,70.305,1.08,1.18,2.883,333.242
21.836,11.757,95.134,2.404,15.114,95.206,1.0,1.0,3.103,276.871
70.388,15.741,98.285,0.0,10.886,60.609,1.35,1.18,0.482,171.684
46.071,0.0,109.955,9.177,5.687,52.363,1.0,1.0,1.64,148.017
80.705,6.492,41.847,1.423,2.092,59.738,1.0,1.18,0.56,55.383
100.341,0.0,80.027,9.234,14.679,73.286,1.0,1.0,2.524,72.089
87.956,6.545,33.99,6.431,3.218,82.505,1.08,1.0,5.379,39.253
39.253,2.398,171.19,9.673,6.076,65.967,1.55,1.35,5.938,567.324
66.734,17.316,148.068,3.572,9.964,87.785,1.35,1.18,3.813,232.055
67.694,7.503,57.257,5.544,0.0,50.404,1.0,1.0,0.013,73.207
51.316,2.133,165.146,2.129,3.497,85.659,1.08,1.18,4.596,254.334
103.94,5.952,47.169,31.12,2.725,52.902,1.0,0.85,3.589,60.261
77.68,0.0,9.752,2.007,2.918,65.435,1.08,1.08,3.953,16.788
82.966,11.938,87.328,0.0,6.709,53.091,1.55,1.08,3.559,180.236
86.122,11.184,169.999,8.312,2.916,73.565,1.0,1.35,0.0,201.384
50.279,4.565,95.951,0.0,0.0,51.658,1.0,1.0,3.786,122.032
93.98,0.0,21.233,0.0,4.135,76.404,1.0,1.0,1.312,19.994
100.195,4.385,37.6,0.0,12.073,42.979,1.08,1.18,0.501,75.877
62.414,9.109,2.104,1.881,4.996,61.641,1.35,1.08,0.049,15.221
25.667,1.858,154.836,14.044,25.04,54.297,1.0,1.0,2.464,375.18
114.534,1.474,18.581,9.277,0.2,89.691,1.08,1.08,1.012,16.428
95.567,7.107,126.502,2.228,0.0,50.157,1.0,0.85,0.0,133.385
84.713,17.192,86.385,9.921,4.133,88.398,1.0,1.0,7.345,82.891
55.896,12.238,131.174,18.967,8.645,41.667,1.0,1.0,1.024,203.469
100.654,24.516,108.891,0.0,0.713,61.453,1.18,1.0,3.054,144.844
44.767,9.379,54.984,20.552,4.836,48.714,1.0,1.0,3.112,89.291
103.417,10.068,96.643,0.0,0.0,90.671,1.08,1.35,6.017,110.353
83.425,14.439,71.152,0.0,7.879,71.114,1.0,1.18,6.489,90.771
75.494,15.399,136.566,5.885,0.0,102.962,1.0,1.0,3.465,122.258
37.214,30.573,104.952,0.355,7.045,43.191,1.35,1.0,0.413,254.981
87.327,10.115,119.759,0.0,19.409,53.058,1.08,1.0,2.871,161.359
35.616,0.0,50.516,7.626,12.464,69.008,1.35,1.0,4.155,124.175
100.872,9.517,124.751,18.551,2.19,62.957,1.0,1.18,1.288,151.557
105.366,0.0,58.59,5.026,16.537,55.604,1.18,0.85,0.0,65.296
44.656,4.656,138.108,14.97,0.0,97.696,1.35,1.08,2.041,284.094
24.442,4.267,73.301,18.715,0.0,86.291,1.35,1.0,3.697,257.001
64.208,0.0,81.287,9.493,7.369,47.243,1.35,1.0,2.174,148.104
90.353,4.089,167.969,10.28,1.368,53.756,1.0,1.0,2.909,195.459
80.782,6.185,15.416,3.275,0.0,54.008,1.08,1.0,4.503,27.351
57.726,21.902,95.044,0.0,0.459,87.085,1.0,1.35,4.536,158.641
67.71,21.909,84.671,5.141,9.922,51.71,1.08,1.18,4.507,148.06
113.756,4.541,71.851,0.0,7.992,69.63,1.0,1.0,1.325,68.33
63.33,40.461,32.711,0.0,3.347,64.089,1.55,1.18,2.253,93.788
41.157,23.638,46.702,3.796,24.63,68.696,1.0,1.18,2.898,102.393
52.857,23.235,178.553,0.0,0.0,60.455,1.0,1.0,1.047,220.478
62.84,0.0,83.205,0.0,0.0,41.691,1.0,1.18,3.418,146.885
100.54,8.258,54.997,12.287,0.929,98.613,1.0,1.35,3.931,63.102
43.259,0.0,133.316,6.207,1.328,85.134,1.08,0.85,5.202,180.621
86.32,1.146,138.929,3.235,0.0,69.325,1.18,1.18,1.092,172.843
42.085,0.0,87.456,0.69,10.693,85.687,1.08,1.0,2.711,140.9
105.402,4.547,40.52,14.436,8.375,92.105,1.0,1.0,1.762,32.955
113.411,7.016,91.098,8.046,13.456,54.979,1.18,1.35,2.132,175.527
75.057,0.0,7.404,18.307,5.105,96.963,1.18,1.18,0.0,13.195
55.816,2.409,6.097,22.825,19.459,86.131,1.0,1.08,5.004,20.546
28.51,7.451,49.411,12.512,5.596,93.918,1.0,1.08,0.0,117.738
25.677,10.244,38.855,0.0,6.523,77.637,1.0,1.35,3.121,138.249
76.244,13.78,106.579,0.0,5.875,72.843,1.0,0.85,1.801,85.513
112.767,0.0,169.361,0.0,5.394,80.409,1.0,1.35,5.72,181.608
56.884,0.0,44.272,26.404,16.771,42.238,1.0,1.35,3.696,99.952
21.61,18.355,138.845,18.865,13.201,92.251,1.0,1.18,0.0,477.307
66.892,11.732,20.219,4.278,9.7,52.742,1.0,1.08,2.425,37.464
74.903,0.0,86.368,6.65,2.147,89.308,1.0,1.35,5.811,101.897
24.483,4.917,43.82,15.952,0.0,96.178,1.0,0.85,5.093,103.521
74.525,0.0,38.309,0.0,12.721,75.232,1.55,1.18,4.971,69.498
69.385,22.65,16.619,0.0,7.052,46.982,1.0,1.0,6.042,44.595
80.008,16.173,118.63,14.362,0.71,103.898,1.0,0.85,1.854,90.977
31.071,0.0,37.86,0.0,9.164,52.769,1.18,1.0,2.781,91.318
49.285,10.551,101.785,6.49,0.0,104.262,1.55,1.18,0.0,239.568
48.541,0.0,9.692,12.33,3.394,78.736,1.55,0.85,0.499,20.687
35.483,17.165,152.124,15.897,0.0,58.383,1.0,1.18,4.42,323.677
27.652,9.431,38.464,10.451,12.198,81.613,1.08,0.85,2.374,88.074
67.273,18.371,113.156,3.699,0.0,84.669,1.0,1.0,4.137,115.868
100.797,22.857,157.807,10.279,6.739,64.618,1.0,0.85,3.935,148.082
70.453,0.0,60.128,15.47,1.06,104.161,1.08,1.0,3.264,59.759
97.795,18.85,36.128,8.303,5.678,75.381,1.0,1.35,3.729,61.721
81.034,0.0,65.15,3.844,0.0,59.881,1.0,1.35,4.107,96.622
112.63,0.0,64.135,0.0,7.053,86.982,1.0,1.0,2.568,47.663
27.122,0.0,2.419,16.43,3.574,97.112,1.0,1.08,5.898,18.364
111.722,7.88,36.23,25.22,14.63,48.786,1.0,1.0,2.686,58.806
86.473,26.876,59.528,4.923,6.856,65.037,1.0,1.35,1.037,96.553
85.776,4.612,102.389,7.967,9.44,87.68,1.08,1.0,0.0,85.4
67.144,14.092,21.702,12.143,1.591,68.036,1.55,1.0,2.501,48.028
58.591,17.353,136.77,3.56,7.732,62.281,1.18,1.0,3.022,183.356
28.364,0.0,115.406,9.916,5.025,85.675,1.08,1.0,2.126,268.363
63.202,0.0,62.032,24.312,0.0,93.663,1.0,1.0,0.0,60.14
38.255,0.0,19.7,7.374,9.871,72.821,1.35,1.0,0.0,47.562
45.065,19.904,11.929,5.882,14.711,79.179,1.08,0.85,2.256,35.012
78.402,0.0,131.834,5.757,12.259,98.731,1.0,1.0,0.923,106.519
62.333,1.604,6.678,6.938,1.885,51.643,1.35,1.18,7.547,26.219
110.96,10.921,83.981,13.497,0.0,62.739,1.18,1.18,1.289,127.021
72.422,9.508,129.837,2.309,0.986,78.542,1.0,1.0,3.26,116.986
49.021,8.529,95.36,17.654,1.003,57.192,1.0,0.85,4.781,116.415
78.636,12.073,83.694,13.139,11.804,81.831,1.08,1.0,4.47,86.548
66.611,16.357,177.782,7.241,9.973,88.978,1.35,1.18,4.063,279.173
25.753,12.134,26.652,2.439,7.927,43.93,1.0,1.0,2.603,75.704
46.79,2.452,87.107,1.735,0.0,70.223,1.55,1.0,0.928,177.756
90.204,22.54,173.909,8.733,0.0,97.952,1.0,1.0,4.091,138.538
75.452,3.507,168.703,4.514,0.0,102.798,1.08,1.0,2.665,150.596
40.111,0.416,81.714,9.65,0.278,41.002,1.08,1.08,0.901,147.69
68.073,19.992,80.835,16.372,0.585,101.462,1.0,1.0,0.409,85.699
80.325,19.894,18.937,19.114,10.409,48.329,1.55,1.08,0.0,66.001
55.087,27.511,41.765,0.0,0.0,77.045,1.0,1.0,3.072,66.047
30.612,0.0,171.099,10.413,13.024,98.174,1.0,1.08,0.0,369.219
66.224,2.533,21.937,21.508,4.727,71.703,1.0,1.18,2.966,33.803
66.938,0.0,24.852,0.0,0.0,98.67,1.0,1.35,2.914,35.212
48.635,11.702,156.873,5.892,0.0,53.665,1.18,1.0,5.941,244.231
90.373,12.255,81.384,0.0,0.0,95.294,1.0,1.08,1.936,67.62
79.572,20.037,175.533,12.515,0.0,44.387,1.08,1.0,5.822,279.601
98.403,12.125,109.224,13.002,5.974,90.301,1.0,1.0,5.487,91.385
71.18,5.801,179.693,3.1,5.78,65.821,1.0,1.0,0.0,169.095
88.101,0.234,54.661,9.219,0.0,81.9,1.08,1.0,5.417,53.744
85.703,23.084,114.854,14.718,9.337,55.753,1.18,1.0,1.439,170.869
101.221,0.833,40.025,16.678,8.938,47.859,1.08,1.08,1.126,66.18
63.727,6.134,12.863,15.99,0.0,90.94,1.18,1.08,0.0,27.85
22.546,26.229,88.318,18.149,10.366,41.281,1.55,1.08,4.093,327.33
79.504,12.01,81.708,8.828,6.409,63.23,1.0,1.18,3.808,107.54
100.871,1.789,85.508,1.389,0.0,46.799,1.0,1.18,7.179,139.801
40.523,0.0,91.941,10.054,7.606,60.007,1.0,0.85,4.405,124.429
105.929,3.851,83.454,10.278,15.433,66.378,1.08,1.08,4.142,99.404
79.176,7.113,43.273,8.004,6.375,69.342,1.0,1.35,6.387,67.294
52.535,10.125,178.217,11.734,4.804,86.844,1.08,0.85,2.422,201.288
79.695,1.854,138.714,1.874,11.426,83.747,1.0,1.08,4.129,123.042
75.135,7.177,20.42,0.0,7.505,57.185,1.0,1.0,0.0,24.977
48.26,8.867,75.322,7.163,8.853,101.597,1.18,1.0,4.9,125.466
31.838,13.669,107.063,16.457,12.192,64.46,1.0,0.85,2.81,188.835
45.696,25.697,7.84,15.004,0.0,51.579,1.0,1.18,5.008,39.506
35.995,0.0,85.087,0.0,14.09,49.322,1.0,1.08,0.0,155.503
71.37,8.698,16.603,10.433,0.0,65.838,1.08,1.0,4.108,27.338
40.275,12.382,157.803,8.321,5.541,72.673,1.0,1.08,2.045,264.003
70.315,0.0,173.779,12.356,10.381,63.667,1.0,1.0,3.62,168.791
57.766,5.292,35.307,18.902,1.33,55.74,1.0,1.18,3.669,59.972
59.721,0.94,134.356,3.87,9.616,65.741,1.0,1.0,0.947,137.415
25.291,6.074,159.325,4.183,0.0,47.85,1.08,1.0,5.225,418.553
34.138,4.599,78.053,7.57,0.0,79.697,1.0,1.0,1.933,143.327
